zone_risk_score,waterlogging_risk_score,weekly_earnings_avg,hours_per_day,active_days_per_week,n_platforms,loyalty_weeks,autopay_enabled,multi_platform_score,hist_claim_count,weeks_active,log_earnings,claim_rate_personal,weekly_active_hours,earnings_per_hour,worker_id,city,worker_type,zone_id
-0.4547503774664559,0.8925423407849279,0.3132260182228751,0.06626405100659619,-0.05024511560925921,0.2848572056163405,-0.2703473247050499,-1.101085546418158,0.5232834443826601,-0.06825806337409539,1.5937134607902552,0.4984370469454385,-0.5089270889144174,0.02582422408864096,0.6557119087041302,W000001,Hyderabad,full_time,Z0060
-0.9511985748650582,0.7205745449099086,-1.425971514200774,-1.4302496410477565,0.8312481406935281,-0.8366278558653149,-0.9487256362202808,-1.101085546418158,-0.8272197153235601,-0.06825806337409539,-0.5683807978821954,-1.9214715445182233,0.36623487217684736,-0.925975277925259,-2.2059332188242387,W000002,Ahmedabad,part_time,Z0088
-0.2799087243980539,0.33364700419111565,-0.6886895970995467,0.2237918080649489,-1.813231628214834,-0.8366278558653149,-0.1346716624020037,-1.101085546418158,-0.6999181879742031,-0.06825806337409539,-1.2102525309255792,-0.5499554795683846,1.8945507968766662,-0.8879032978447032,0.40400798711238073,W000003,Chennai,full_time,Z0005
0.1961200098684716,0.16782091531163282,-0.254481260012085,0.538847322181655,-1.813231628214834,2.5278273285796513,1.7647876098406432,0.9081946477755607,2.532433636896422,-0.5957546891399023,0.5126663314540298,-0.029815532366451365,-0.6392361309151388,-0.7356153775224791,1.3500994477755115,W000004,Chennai,full_time,Z0009
-0.26969899283201626,1.1566357415929924,-1.4270020559765344,-1.509013519576933,-1.813231628214834,0.2848572056163405,0.1366796622040887,0.9081946477755607,0.31295918180546195,2.569225065454939,1.5937134607902552,-1.924189599003388,0.7217694188701739,-1.725486859616935,1.028222655393438,W000005,Bengaluru,part_time,Z0059
-1.2779099849782762,-1.7913836162644776,0.08515297855610203,0.9720486540921254,0.8312481406935281,-0.8366278558653149,1.2220849606284583,0.9081946477755607,-0.5836863586552254,-0.06825806337409539,-0.9737734713832799,0.3020632436394642,1.049955154279398,1.3964155069886566,-1.7465973702957467,W000006,Pune,super_active,Z0072
-1.2715289027495025,-0.15768955545179614,0.3935745988963619,0.42070150438789006,0.8312481406935281,-0.8366278558653149,-0.6773743116141885,0.9081946477755607,-0.9102424505514016,-0.5957546891399023,-0.19677084717286794,0.5634189412150616,-0.4775050504177895,0.8634077858608727,-0.672000375413694,W000007,Pune,full_time,Z0075
-1.531877057683474,-1.1219375537510103,0.9649729679360056,1.5627777430609489,-0.9317383719120466,-0.8366278558653149,0.6793823114162735,0.9081946477755607,-0.7774060741868553,2.569225065454939,1.6612789063737692,0.9747873187997947,0.6879855931662832,0.4953786450821649,0.9882128835677954,W000008,Bengaluru,super_active,Z0047
-0.67298338969052,0.9478177037447548,-0.29107559640231495,-0.09126370605175653,-0.9317383719120466,0.2848572056163405,2.7145172459619666,-1.101085546418158,0.5177485953674706,-0.5957546891399023,-0.5683807978821954,-0.06895810150554083,-0.31748540992570323,-0.570636797173403,0.669465204531689,W000009,Hyderabad,full_time,Z0064
0.8074276873850017,-0.22524833240269654,0.7010262975653183,1.917215196442243,0.8312481406935281,0.2848572056163405,0.4080309868101811,-1.101085546418158,0.25761069165356765,-1.1232513149057093,-1.4467315904678784,0.7948274981998102,-1.0012056920282537,2.310143028922001,-1.6633179358216972,W000010,Kolkata,super_active,Z0081
-0.3220238671079613,1.4637210913698124,-0.20735249658075078,-1.1545760661956388,1.7127413969963154,-0.8366278558653149,-0.9487256362202808,-1.101085546418158,-1.0762879210070844,1.5142318139233253,1.391017124039713,0.01953150352521198,0.30804591199790693,-0.36124090673034515,0.3144949625601955,W000011,Bengaluru,part_time,Z0050
-0.23141249945937342,-0.3112322303402062,2.108247931283783,1.7990693786484782,0.8312481406935281,-0.8366278558653149,-0.2703473247050499,-1.101085546418158,-0.9655909407032958,-0.5957546891399023,-0.06163995600583978,1.6126014802674589,-0.5185796105441004,2.195927088680332,0.1421613375468183,W000012,Hyderabad,super_active,Z0068
-0.9511985748650582,0.7205745449099086,2.196167289447169,1.2477222289442436,0.8312481406935281,1.4063422670979957,-0.9487256362202808,-1.101085546418158,1.237278967342096,-0.5957546891399023,-0.06163995600583978,1.654407097420175,-0.5185796105441004,1.6629193675525498,0.9481982845883078,W000013,Ahmedabad,super_active,Z0088
1.0014125871397253,1.1750608625796017,-1.1143639705929678,-1.5877773981061092,-0.05024511560925921,1.4063422670979957,0.1366796622040887,0.9081946477755607,1.541695663177515,-0.06825806337409539,0.7829281137880862,-1.229453929191927,-0.35347068793110065,-1.3066950787308191,0.3207493233608842,W000014,Mumbai,part_time,Z0038
-0.4534741610207013,0.6775825959411538,-0.6322455442833994,-1.2333399447248155,0.8312481406935281,-0.8366278558653149,0.2723553245071349,0.9081946477755607,-1.070753071991895,0.9867351881575185,1.0194071733303856,-0.4745037206764877,0.1850078094508702,-0.7356153775224791,0.09830024078060959,W000015,Ahmedabad,part_time,Z0093
-0.736794211978258,-0.10855589948750492,0.13032842751050508,0.38131956512330195,0.8312481406935281,-0.8366278558653149,-0.9487256362202808,0.9081946477755607,-0.8438242623691284,-0.5957546891399023,0.10727365795294541,0.34246340391585606,-0.5616712249623285,0.8253358057803166,-1.0765004850615418,W000016,Hyderabad,full_time,Z0065
-0.736794211978258,-0.10855589948750492,-0.03218733697016293,0.3419376258587139,-0.9317383719120466,-0.8366278558653149,1.086409298325412,-1.101085546418158,-0.6833136409286349,-0.5957546891399023,-0.9737734713832799,0.193298347251065,0.02437473112557205,-0.29144227658265903,0.5989877569821009,W000017,Hyderabad,full_time,Z0065
-1.164326721306103,-1.1157958467554738,0.5616606774198648,0.42070150438789006,-0.05024511560925921,1.4063422670979957,-0.1346716624020037,0.9081946477755607,1.2206744202965278,-0.5957546891399023,0.8167108365798432,0.6931154463111862,-0.6815442614348535,0.31136407469281097,0.5671943699955262,W000018,Bengaluru,full_time,Z0048
-0.11782923578719952,0.25994652024467885,0.2613486799424496,-0.2094095238455215,-0.05024511560925921,1.4063422670979957,-0.8130499739172347,-1.101085546418158,1.3479759476458848,-1.1232513149057093,-0.7710771346327376,0.45537407104519934,-1.0012056920282537,-0.19626232638126903,1.0963146358877707,W000019,Chennai,full_time,Z0003
0.5802611600406539,0.038845068405368374,-1.1485739162079096,-0.012499827522580345,-1.813231628214834,-0.8366278558653149,-0.5416986493111423,0.9081946477755607,-0.7718712251716657,0.9867351881575185,0.6815799454128151,-1.2950878783960547,0.3475028096534898,-1.0021192380863713,-0.9629981549449853,W000020,Mumbai,full_time,Z0031
-1.3213013441339383,-0.5876090451393439,1.3364597036124937,1.917215196442243,0.8312481406935281,-0.8366278558653149,-0.5416986493111423,0.9081946477755607,-1.0596833739615161,-0.06825806337409539,1.0869726189138995,1.2042385205112038,-0.42205439424726976,2.310143028922001,-0.905288063527079,W000021,Ahmedabad,super_active,Z0094
0.862304994552456,-0.5630422171571983,-1.2788936696550237,-1.7059232158998743,0.8312481406935281,0.2848572056163405,2.0361389344467353,0.9081946477755607,0.3018894837750831,0.4592385623917115,-1.041338916966794,-1.5660486270258047,2.355239329202449,-1.1924791384891513,-0.9190855210609009,W000022,Delhi,part_time,Z0017
0.7946655229274541,1.4514376773787396,-0.42772678298155065,-1.1151941269310508,-0.05024511560925921,0.2848572056163405,-0.9487256362202808,0.9081946477755607,0.14137886233458957,-0.06825806337409539,0.10727365795294541,-0.22201844664795747,-0.12213675789640308,-0.925975277925259,1.515440841205436,W000023,Mumbai,part_time,Z0034
